state,date,PM2.5
Karnataka,2016-09-06,37.14
Karnataka,2016-09-07,28.89
Karnataka,2016-09-08,28.25
Karnataka,2016-09-10,43.95
Karnataka,2016-09-11,24.72
Karnataka,2016-09-13,23.04
Karnataka,2016-09-14,13.59
Karnataka,2016-09-15,11.1
Karnataka,2016-09-16,38.010000000000005
Karnataka,2016-09-17,60.275
Karnataka,2016-09-18,30.9
Karnataka,2016-09-19,25.305
Karnataka,2016-09-20,32.98
Karnataka,2016-09-21,41.36
Karnataka,2016-09-22,113.27000000000001
Karnataka,2016-09-23,39.765
Karnataka,2016-09-24,33.505
Karnataka,2016-09-25,10.22
Karnataka,2016-09-26,42.21
Karnataka,2016-09-27,17.1
Karnataka,2016-09-28,58.260000000000005
Karnataka,2016-09-29,47.765
Karnataka,2016-09-30,42.66
Karnataka,2016-10-01,65.16
Karnataka,2016-10-04,70.57
Karnataka,2016-10-05,69.14
Karnataka,2016-10-06,54.75
Karnataka,2016-10-07,41.7
Karnataka,2016-10-08,18.77
Karnataka,2016-10-09,15.434999999999999
Karnataka,2016-10-10,17.67
Karnataka,2016-10-11,14.61
Karnataka,2016-10-12,20.91
Karnataka,2016-10-13,28.185
Karnataka,2016-10-14,24.235
Karnataka,2016-10-15,27.134999999999998
Karnataka,2016-10-16,32.41
Karnataka,2016-10-17,62.67
Karnataka,2016-10-18,54.86
Karnataka,2016-10-19,44.05
Karnataka,2016-10-20,66.66
Karnataka,2016-10-21,62.745000000000005
Karnataka,2016-10-22,87.025
Karnataka,2016-10-23,56.660000000000004
Karnataka,2016-10-24,61.58
Karnataka,2016-10-25,80.985
Karnataka,2016-10-26,68.17
Karnataka,2016-10-27,59.61
Karnataka,2016-10-28,52.745
Karnataka,2016-10-29,69.735
Karnataka,2016-10-30,60.79
Karnataka,2016-10-31,36.92
Karnataka,2016-11-01,21.195
Karnataka,2016-11-02,35.019999999999996
Karnataka,2016-11-03,39.865
Karnataka,2016-11-04,55.92
Karnataka,2016-11-05,55.015
Karnataka,2016-11-06,41.23
Karnataka,2016-11-07,46.095
Karnataka,2016-11-08,52.08
Karnataka,2016-11-09,46.94
Karnataka,2016-11-10,49.03
Karnataka,2016-11-11,57.785
Karnataka,2016-11-12,52.715
Karnataka,2016-11-13,39.55
Karnataka,2016-11-14,48.510000000000005
Karnataka,2016-11-15,30.055
Karnataka,2016-11-16,35.8
Karnataka,2016-11-17,44.349999999999994
Karnataka,2016-11-18,45.325
Karnataka,2016-11-19,49.34
Karnataka,2016-11-20,42.21
Karnataka,2016-11-21,125.065
Karnataka,2016-11-22,212.26999999999998
Karnataka,2016-11-23,49.209999999999994
Karnataka,2016-11-24,86.62
Karnataka,2016-11-25,46.125
Karnataka,2016-11-26,47.28
Karnataka,2016-11-27,50.905
Karnataka,2016-11-28,48.265
Karnataka,2016-11-29,59.295
Karnataka,2016-11-30,49.745000000000005
Karnataka,2016-12-01,45.84
Karnataka,2016-12-02,28.775
Karnataka,2016-12-03,17.475
Karnataka,2016-12-04,24.875
Karnataka,2016-12-05,21.965
Karnataka,2016-12-06,37.465
Karnataka,2016-12-07,40.525000000000006
Karnataka,2016-12-08,30.130000000000003
Karnataka,2016-12-09,42.39
Karnataka,2016-12-10,35.07
Karnataka,2016-12-11,24.975
Karnataka,2016-12-12,35.695
Karnataka,2016-12-13,109.47500000000001
Karnataka,2016-12-14,31.36
Karnataka,2016-12-15,28.229999999999997
Karnataka,2016-12-16,34.575
Karnataka,2016-12-17,36.97
Karnataka,2016-12-18,35.635
Karnataka,2016-12-19,39.205
Karnataka,2016-12-20,26.29
Karnataka,2016-12-21,33.195
Karnataka,2016-12-22,39.64
Karnataka,2016-12-23,46.72
Karnataka,2016-12-24,50.980000000000004
Karnataka,2016-12-25,33.8
Karnataka,2016-12-26,34.025
Karnataka,2016-12-27,54.185
Karnataka,2016-12-28,33.6
Karnataka,2016-12-29,44.9
Karnataka,2016-12-30,54.65
Karnataka,2016-12-31,38.085
Karnataka,2017-01-01,20.13
Karnataka,2017-01-02,29.245
Karnataka,2017-01-03,27.200000000000003
Karnataka,2017-01-04,36.935
Karnataka,2017-01-05,36.085
Karnataka,2017-01-06,41.53
Karnataka,2017-01-07,47.480000000000004
Karnataka,2017-01-08,36.015
Karnataka,2017-01-09,42.42
Karnataka,2017-01-10,82.765
Karnataka,2017-01-11,42.42
Karnataka,2017-01-12,39.655
Karnataka,2017-01-13,38.675
Karnataka,2017-01-14,29.21
Karnataka,2017-01-15,26.300000000000004
Karnataka,2017-01-16,31.055
Karnataka,2017-01-17,37.02
Karnataka,2017-01-18,39.68
Karnataka,2017-01-19,31.59
Karnataka,2017-01-20,39.92
Karnataka,2017-01-21,40.34
Karnataka,2017-01-23,49.45
Karnataka,2017-01-24,34.58
Karnataka,2017-01-25,32.114999999999995
Karnataka,2017-01-26,27.345
Karnataka,2017-01-27,23.905
Karnataka,2017-01-28,10.26
Karnataka,2017-01-29,6.8
Karnataka,2017-01-30,35.105
Karnataka,2017-01-31,38.765
Karnataka,2017-02-01,37.37
Karnataka,2017-02-02,40.25
Karnataka,2017-02-03,32.165
Karnataka,2017-02-04,32.075
Karnataka,2017-02-05,29.93
Karnataka,2017-02-06,32.725
Karnataka,2017-02-07,43.105000000000004
Karnataka,2017-02-08,41.94499999999999
Karnataka,2017-02-09,38.035000000000004
Karnataka,2017-02-10,36.09
Karnataka,2017-02-11,29.54
Karnataka,2017-02-12,25.42
Karnataka,2017-02-13,30.98
Karnataka,2017-02-14,34.94
Karnataka,2017-02-15,40.41
Karnataka,2017-02-16,34.8
Karnataka,2017-02-17,47.98
Karnataka,2017-02-18,47.56
Karnataka,2017-02-19,41.4
Karnataka,2017-02-20,53.85
Karnataka,2017-02-21,52.93
Karnataka,2017-02-22,36.64
Karnataka,2017-02-23,44.084999999999994
Karnataka,2017-02-24,42.730000000000004
Karnataka,2017-02-25,39.655
Karnataka,2017-02-26,35.655
Karnataka,2017-02-27,37.555
Karnataka,2017-02-28,32.925
Karnataka,2017-03-01,40.495000000000005
Karnataka,2017-03-02,36.365
Karnataka,2017-03-03,29.875
Karnataka,2017-03-04,28.41
Karnataka,2017-03-05,23.155
Karnataka,2017-03-06,26.675
Karnataka,2017-03-07,27.11
Karnataka,2017-03-08,32.04
Karnataka,2017-03-09,32.535000000000004
Karnataka,2017-03-10,29.4
Karnataka,2017-03-11,28.939999999999998
Karnataka,2017-03-12,27.064999999999998
Karnataka,2017-03-13,42.64
Karnataka,2017-03-14,21.93
Karnataka,2017-03-15,17.995
Karnataka,2017-03-16,27.59
Karnataka,2017-03-17,42.285000000000004
Karnataka,2017-03-18,32.33
Karnataka,2017-03-19,32.31
Karnataka,2017-03-20,38.730000000000004
Karnataka,2017-03-21,36.415
Karnataka,2017-03-22,43.96
Karnataka,2017-03-23,44.26
Karnataka,2017-03-24,67.0
Karnataka,2017-03-25,49.24
Karnataka,2017-03-26,46.0
Karnataka,2017-03-27,42.1
Karnataka,2017-03-28,69.57000000000001
Karnataka,2017-03-29,41.825
Karnataka,2017-03-30,46.825
Karnataka,2017-03-31,55.9
Karnataka,2017-04-01,51.65
Karnataka,2017-04-02,39.769999999999996
Karnataka,2017-04-03,50.45
Karnataka,2017-04-04,38.05
Karnataka,2017-04-05,32.31
Karnataka,2017-04-06,29.520000000000003
Karnataka,2017-04-07,31.08
Karnataka,2017-04-08,36.665
Karnataka,2017-04-09,29.29
Karnataka,2017-04-10,42.33
Karnataka,2017-04-11,33.849999999999994
Karnataka,2017-04-12,50.84
Karnataka,2017-04-13,49.81
Karnataka,2017-04-14,51.33
Karnataka,2017-04-15,49.67
Karnataka,2017-04-16,29.02
Karnataka,2017-04-17,36.17
Karnataka,2017-04-18,35.47
Karnataka,2017-04-19,36.769999999999996
Karnataka,2017-04-20,31.435
Karnataka,2017-04-21,24.900000000000002
Karnataka,2017-04-22,25.46
Karnataka,2017-04-23,28.485
Karnataka,2017-04-24,34.849999999999994
Karnataka,2017-04-25,32.489999999999995
Karnataka,2017-04-26,41.405
Karnataka,2017-04-27,43.655
Karnataka,2017-04-28,78.295
Karnataka,2017-04-29,51.480000000000004
Karnataka,2017-04-30,13.3
Karnataka,2017-05-01,24.84
Karnataka,2017-05-02,25.85
Karnataka,2017-05-03,66.24
Karnataka,2017-05-04,36.705
Karnataka,2017-05-05,37.58
Karnataka,2017-05-06,54.475
Karnataka,2017-05-07,33.305
Karnataka,2017-05-08,30.83
Karnataka,2017-05-09,46.635000000000005
Karnataka,2017-05-10,29.945
Karnataka,2017-05-11,33.239999999999995
Karnataka,2017-05-12,44.155
Karnataka,2017-05-13,123.87
Karnataka,2017-05-14,37.375
Karnataka,2017-05-15,20.205
Karnataka,2017-05-16,21.595
Karnataka,2017-05-17,29.71
Karnataka,2017-05-18,35.685
Karnataka,2017-05-19,24.53
Karnataka,2017-05-20,27.740000000000002
Karnataka,2017-05-21,19.73
Karnataka,2017-05-22,20.240000000000002
Karnataka,2017-05-23,33.465
Karnataka,2017-05-24,25.77
Karnataka,2017-05-25,26.7
Karnataka,2017-05-26,24.549999999999997
Karnataka,2017-05-27,18.21
Karnataka,2017-05-28,19.755
Karnataka,2017-05-29,21.085
Karnataka,2017-05-30,23.200000000000003
Karnataka,2017-05-31,22.53
Karnataka,2017-06-01,21.36
Karnataka,2017-06-02,20.195
Karnataka,2017-06-03,20.985
Karnataka,2017-06-04,13.39
Karnataka,2017-06-05,26.315
Karnataka,2017-06-06,22.93
Karnataka,2017-06-07,23.285
Karnataka,2017-06-08,20.744999999999997
Karnataka,2017-06-09,23.655
Karnataka,2017-06-10,19.475
Karnataka,2017-06-11,16.509999999999998
Karnataka,2017-06-12,19.115
Karnataka,2017-06-13,21.595
Karnataka,2017-06-14,19.775
Karnataka,2017-06-15,24.56
Karnataka,2017-06-16,24.659999999999997
Karnataka,2017-06-17,24.18
Karnataka,2017-06-18,17.814999999999998
Karnataka,2017-06-19,16.61
Karnataka,2017-06-20,19.255
Karnataka,2017-06-21,16.05
Karnataka,2017-06-22,21.049999999999997
Karnataka,2017-06-23,21.729999999999997
Karnataka,2017-06-24,19.355
Karnataka,2017-06-25,25.16
Karnataka,2017-06-26,31.13
Karnataka,2017-06-27,37.61
Karnataka,2017-06-28,37.34
Karnataka,2017-06-29,36.44
Karnataka,2017-06-30,35.4
Karnataka,2017-07-01,25.33
Karnataka,2017-07-02,30.07
Karnataka,2017-07-03,25.82
Karnataka,2017-07-08,313.59
Karnataka,2017-07-09,35.29
Karnataka,2017-07-10,33.44
Karnataka,2017-07-11,29.38
Karnataka,2017-07-12,27.64
Karnataka,2017-07-13,27.925
Karnataka,2017-07-14,22.68
Karnataka,2017-07-15,22.43
Karnataka,2017-07-16,17.2
Karnataka,2017-07-17,21.05
Karnataka,2017-07-18,18.455
Karnataka,2017-07-19,16.12
Karnataka,2017-07-20,41.46
Karnataka,2017-07-21,21.529999999999998
Karnataka,2017-07-22,19.68
Karnataka,2017-07-23,18.62
Karnataka,2017-07-24,24.23
Karnataka,2017-07-25,24.55
Karnataka,2017-07-26,23.68
Karnataka,2017-07-27,24.495
Karnataka,2017-07-28,21.775
Karnataka,2017-07-29,27.905
Karnataka,2017-07-30,22.36
Karnataka,2017-07-31,27.27
Karnataka,2017-08-01,26.564999999999998
Karnataka,2017-08-02,20.735
Karnataka,2017-08-03,17.675
Karnataka,2017-08-04,14.535
Karnataka,2017-08-05,17.689999999999998
Karnataka,2017-08-06,15.215
Karnataka,2017-08-07,21.135
Karnataka,2017-08-08,21.065
Karnataka,2017-08-09,22.310000000000002
Karnataka,2017-08-10,14.139999999999999
Karnataka,2017-08-11,15.605
Karnataka,2017-08-12,3.91
Karnataka,2017-08-13,4.69
Karnataka,2017-08-14,62.78
Karnataka,2017-08-15,20.11
Karnataka,2017-08-16,17.91
Karnataka,2017-08-17,14.280000000000001
Karnataka,2017-08-18,14.919999999999998
Karnataka,2017-08-19,15.674999999999999
Karnataka,2017-08-20,13.370000000000001
Karnataka,2017-08-21,14.530000000000001
Karnataka,2017-08-22,17.0
Karnataka,2017-08-23,18.18
Karnataka,2017-08-24,59.055
Karnataka,2017-08-25,97.97
Karnataka,2017-08-26,14.19
Karnataka,2017-08-27,11.71
Karnataka,2017-08-28,17.585
Karnataka,2017-08-29,16.12
Karnataka,2017-08-30,20.42
Karnataka,2017-08-31,24.96
Karnataka,2017-09-01,138.17499999999998
Karnataka,2017-09-02,139.355
Karnataka,2017-09-03,15.129999999999999
Karnataka,2017-09-04,40.809999999999995
Karnataka,2017-09-05,14.2
Karnataka,2017-09-06,21.200000000000003
Karnataka,2017-09-07,9.575
Karnataka,2017-09-08,32.86
Karnataka,2017-09-09,32.735
Karnataka,2017-09-10,14.52
Karnataka,2017-09-11,15.27
Karnataka,2017-09-12,16.28
Karnataka,2017-09-13,16.485
Karnataka,2017-09-14,14.05
Karnataka,2017-09-15,8.280000000000001
Karnataka,2017-09-16,8.49
Karnataka,2017-09-17,7.015
Karnataka,2017-09-18,7.875
Karnataka,2017-09-19,7.685
Karnataka,2017-09-20,10.215
Karnataka,2017-09-21,12.175
Karnataka,2017-09-22,17.93
Karnataka,2017-09-23,21.625
Karnataka,2017-09-24,23.92
Karnataka,2017-09-25,19.435000000000002
Karnataka,2017-09-26,21.630000000000003
Karnataka,2017-09-27,28.32
Karnataka,2017-09-28,22.235
Karnataka,2017-09-29,22.355
Karnataka,2017-09-30,30.65
Karnataka,2017-10-01,20.005000000000003
Karnataka,2017-10-02,20.505
Karnataka,2017-10-03,22.854999999999997
Karnataka,2017-10-04,147.255
Karnataka,2017-10-05,21.42
Karnataka,2017-10-06,24.729999999999997
Karnataka,2017-10-07,29.159999999999997
Karnataka,2017-10-08,206.19000000000003
Karnataka,2017-10-09,31.96
Karnataka,2017-10-10,32.355000000000004
Karnataka,2017-10-11,22.495
Karnataka,2017-10-12,27.225
Karnataka,2017-10-13,24.83
Karnataka,2017-10-14,32.61
Karnataka,2017-10-15,40.345
Karnataka,2017-10-16,21.625
Karnataka,2017-10-17,27.865000000000002
Karnataka,2017-10-18,39.39
Karnataka,2017-10-19,44.66
Karnataka,2017-10-20,79.765
Karnataka,2017-10-21,39.675
Karnataka,2017-10-22,22.435000000000002
Karnataka,2017-10-23,26.845
Karnataka,2017-10-24,42.559999999999995
Karnataka,2017-10-25,35.29
Karnataka,2017-10-26,25.485
Karnataka,2017-10-27,26.025
Karnataka,2017-10-28,37.379999999999995
Karnataka,2017-10-29,47.470000000000006
Karnataka,2017-10-30,45.49
Karnataka,2017-10-31,111.64
Karnataka,2017-11-01,35.92
Karnataka,2017-11-02,66.535
Karnataka,2017-11-03,58.73
Karnataka,2017-11-04,41.025
Karnataka,2017-11-05,26.7
Karnataka,2017-11-06,21.740000000000002
Karnataka,2017-11-07,33.855
Karnataka,2017-11-08,26.895
Karnataka,2017-11-09,25.945
Karnataka,2017-11-10,35.565
Karnataka,2017-11-11,32.870000000000005
Karnataka,2017-11-12,26.994999999999997
Karnataka,2017-11-13,30.400000000000002
Karnataka,2017-11-14,26.935000000000002
Karnataka,2017-11-15,30.705
Karnataka,2017-11-16,37.935
Karnataka,2017-11-17,35.72
Karnataka,2017-11-18,34.96
Karnataka,2017-11-19,30.660000000000004
Karnataka,2017-11-20,31.185
Karnataka,2017-11-21,25.785
Karnataka,2017-11-22,44.84
Karnataka,2017-11-23,38.07
Karnataka,2017-11-24,25.27
Karnataka,2017-11-25,17.81
Karnataka,2017-11-26,15.67
Karnataka,2017-11-27,10.7
Karnataka,2017-11-28,11.46
Karnataka,2017-11-29,197.41
Karnataka,2017-11-30,74.5
Karnataka,2017-12-01,1.76
Karnataka,2017-12-02,1.72
Karnataka,2017-12-03,32.42
Karnataka,2017-12-04,18.72
Karnataka,2017-12-05,11.27
Karnataka,2017-12-06,93.7
Karnataka,2017-12-07,70.22
Karnataka,2017-12-08,103.18
Karnataka,2017-12-09,90.59
Karnataka,2017-12-10,81.28
Karnataka,2017-12-11,63.5
Karnataka,2017-12-14,161.35
Karnataka,2017-12-15,85.57
Karnataka,2017-12-16,75.91
Karnataka,2017-12-17,79.75
Karnataka,2017-12-18,84.85
Karnataka,2017-12-19,76.92
Karnataka,2017-12-20,107.9
Karnataka,2017-12-21,84.55
Karnataka,2017-12-22,71.71
Karnataka,2017-12-23,56.14
Karnataka,2017-12-24,48.78
Karnataka,2017-12-25,159.52
Karnataka,2017-12-26,63.3
Karnataka,2017-12-27,73.7
Karnataka,2017-12-28,47.94
Karnataka,2017-12-29,32.575
Karnataka,2017-12-30,29.169999999999998
Karnataka,2017-12-31,18.29
Karnataka,2018-01-01,38.06
Karnataka,2018-01-02,35.12
Karnataka,2018-01-03,28.84
Karnataka,2018-01-04,24.57
Karnataka,2018-01-05,24.31
Karnataka,2018-01-06,30.02
Karnataka,2018-01-07,40.05
Karnataka,2018-01-08,34.88
Karnataka,2018-01-09,22.623333333333335
Karnataka,2018-01-10,29.573333333333334
Karnataka,2018-01-11,54.31666666666666
Karnataka,2018-01-12,37.98
Karnataka,2018-01-13,36.123333333333335
Karnataka,2018-01-14,34.846666666666664
Karnataka,2018-01-15,39.47666666666667
Karnataka,2018-01-16,41.35
Karnataka,2018-01-17,46.76333333333333
Karnataka,2018-01-18,37.72666666666667
Karnataka,2018-01-19,55.00333333333333
Karnataka,2018-01-20,33.343333333333334
Karnataka,2018-01-21,33.550000000000004
Karnataka,2018-01-22,39.02333333333333
Karnataka,2018-01-23,47.800000000000004
Karnataka,2018-01-24,45.876666666666665
Karnataka,2018-01-25,39.92666666666667
Karnataka,2018-01-26,39.27333333333333
Karnataka,2018-01-27,47.03333333333333
Karnataka,2018-01-28,39.75
Karnataka,2018-01-29,33.92333333333334
Karnataka,2018-01-30,53.56
Karnataka,2018-01-31,37.93333333333334
Karnataka,2018-02-01,33.99
Karnataka,2018-02-02,29.633333333333336
Karnataka,2018-02-03,27.973333333333333
Karnataka,2018-02-04,23.116666666666664
Karnataka,2018-02-05,29.3
Karnataka,2018-02-06,31.706666666666667
Karnataka,2018-02-07,27.396666666666665
Karnataka,2018-02-08,34.24333333333333
Karnataka,2018-02-09,37.86666666666667
Karnataka,2018-02-10,30.343333333333334
Karnataka,2018-02-11,26.91333333333333
Karnataka,2018-02-12,27.900000000000002
Karnataka,2018-02-13,30.53333333333333
Karnataka,2018-02-14,32.42666666666667
Karnataka,2018-02-15,30.186666666666667
Karnataka,2018-02-16,29.623333333333335
Karnataka,2018-02-17,33.123333333333335
Karnataka,2018-02-18,27.526666666666667
Karnataka,2018-02-19,28.599999999999998
Karnataka,2018-02-20,28.893333333333334
Karnataka,2018-02-21,34.62
Karnataka,2018-02-22,37.12666666666667
Karnataka,2018-02-23,34.596666666666664
Karnataka,2018-02-24,26.409999999999997
Karnataka,2018-02-25,21.87
Karnataka,2018-02-26,21.30666666666667
Karnataka,2018-02-27,23.346666666666664
Karnataka,2018-02-28,29.323333333333334
Karnataka,2018-03-01,29.48
Karnataka,2018-03-02,33.50333333333334
Karnataka,2018-03-03,38.385
Karnataka,2018-03-04,36.56
Karnataka,2018-03-05,30.79
Karnataka,2018-03-06,32.09
Karnataka,2018-03-07,33.879999999999995
Karnataka,2018-03-08,41.255
Karnataka,2018-03-09,59.480000000000004
Karnataka,2018-03-10,59.815
Karnataka,2018-03-11,45.185
Karnataka,2018-03-12,35.81999999999999
Karnataka,2018-03-13,20.495
Karnataka,2018-03-14,29.225
Karnataka,2018-03-15,26.455
Karnataka,2018-03-16,19.134999999999998
Karnataka,2018-03-17,23.009999999999998
Karnataka,2018-03-18,20.744999999999997
Karnataka,2018-03-19,31.935000000000002
Karnataka,2018-03-20,43.91
Karnataka,2018-03-21,39.775
Karnataka,2018-03-22,31.775
Karnataka,2018-03-23,40.185
Karnataka,2018-03-24,37.72
Karnataka,2018-03-25,38.839999999999996
Karnataka,2018-03-27,19.85
Karnataka,2018-04-13,28.96
Karnataka,2018-04-16,30.43
Karnataka,2018-04-17,32.38
Karnataka,2018-04-18,36.4
Karnataka,2018-04-19,47.67
Karnataka,2018-04-20,43.345
Karnataka,2018-04-21,33.4
Karnataka,2018-04-22,33.42
Karnataka,2018-04-23,30.985
Karnataka,2018-04-24,48.155
Karnataka,2018-04-25,42.995000000000005
Karnataka,2018-04-26,45.675
Karnataka,2018-04-27,52.379999999999995
Karnataka,2018-04-28,39.22
Karnataka,2018-04-29,44.57
Karnataka,2018-04-30,123.36500000000001
Karnataka,2018-05-01,59.11
Karnataka,2018-05-02,65.71
Karnataka,2018-05-03,44.58
Karnataka,2018-05-04,113.31
Karnataka,2018-05-05,62.35
Karnataka,2018-05-06,79.0
Karnataka,2018-05-07,54.650000000000006
Karnataka,2018-05-08,54.485
Karnataka,2018-05-09,32.465
Karnataka,2018-05-10,28.985
Karnataka,2018-05-11,25.619999999999997
Karnataka,2018-05-12,27.01
Karnataka,2018-05-13,26.73
Karnataka,2018-05-14,33.129999999999995
Karnataka,2018-05-15,35.64
Karnataka,2018-05-16,34.355000000000004
Karnataka,2018-05-17,39.69
Karnataka,2018-05-18,43.959999999999994
Karnataka,2018-05-19,45.09
Karnataka,2018-05-20,47.835
Karnataka,2018-05-21,48.86
Karnataka,2018-05-22,62.739999999999995
Karnataka,2018-05-23,62.595
Karnataka,2018-05-24,35.394999999999996
Karnataka,2018-05-25,46.14
Karnataka,2018-05-26,29.46
Karnataka,2018-05-27,38.825
Karnataka,2018-05-28,19.82
Karnataka,2018-05-29,17.9
Karnataka,2018-05-30,41.35666666666666
Karnataka,2018-05-31,33.160000000000004
Karnataka,2018-06-01,42.07333333333333
Karnataka,2018-06-02,44.46666666666667
Karnataka,2018-06-03,38.79
Karnataka,2018-06-04,23.349999999999998
Karnataka,2018-06-05,25.50333333333333
Karnataka,2018-06-06,22.766666666666666
Karnataka,2018-06-07,25.27333333333333
Karnataka,2018-06-08,18.93
Karnataka,2018-06-09,16.08
Karnataka,2018-06-10,19.786666666666665
Karnataka,2018-06-11,23.76
Karnataka,2018-06-12,24.646666666666665
Karnataka,2018-06-13,27.343333333333334
Karnataka,2018-06-14,31.436666666666667
Karnataka,2018-06-15,56.31
Karnataka,2018-06-16,29.96666666666667
Karnataka,2018-06-17,18.39
Karnataka,2018-06-18,13.49
Karnataka,2018-06-19,33.355000000000004
Karnataka,2018-06-20,12.76
Karnataka,2018-06-21,16.76
Karnataka,2018-06-22,19.203333333333333
Karnataka,2018-06-23,23.76
Karnataka,2018-06-24,21.846666666666664
Karnataka,2018-06-25,39.32
Karnataka,2018-06-26,32.57666666666667
Karnataka,2018-06-27,11.68
Karnataka,2018-06-28,8.94
Karnataka,2018-06-29,17.548000000000002
Karnataka,2018-06-30,18.224
Karnataka,2018-07-01,19.438333333333333
Karnataka,2018-07-02,15.614285714285716
Karnataka,2018-07-03,21.5975
Karnataka,2018-07-04,18.5175
Karnataka,2018-07-05,20.3125
Karnataka,2018-07-06,21.43625
Karnataka,2018-07-07,15.47875
Karnataka,2018-07-08,22.3275
Karnataka,2018-07-09,21.19125
Karnataka,2018-07-10,76.11125
Karnataka,2018-07-11,20.397499999999997
Karnataka,2018-07-12,18.08875
Karnataka,2018-07-13,17.0375
Karnataka,2018-07-14,19.01375
Karnataka,2018-07-15,17.075
Karnataka,2018-07-16,19.76
Karnataka,2018-07-17,16.487142857142857
Karnataka,2018-07-18,21.31
Karnataka,2018-07-19,18.377142857142854
Karnataka,2018-07-20,14.8
Karnataka,2018-07-21,17.59875
Karnataka,2018-07-22,18.7675
Karnataka,2018-07-23,19.765
Karnataka,2018-07-24,17.6325
Karnataka,2018-07-25,17.521250000000002
Karnataka,2018-07-26,20.00125
Karnataka,2018-07-27,22.74375
Karnataka,2018-07-28,20.990000000000002
Karnataka,2018-07-29,20.139999999999997
Karnataka,2018-07-30,24.405
Karnataka,2018-07-31,21.1875
Karnataka,2018-08-01,20.495
Karnataka,2018-08-02,20.62
Karnataka,2018-08-03,24.825
Karnataka,2018-08-04,27.605
Karnataka,2018-08-05,20.755000000000003
Karnataka,2018-08-06,23.63375
Karnataka,2018-08-07,18.235
Karnataka,2018-08-08,18.35625
Karnataka,2018-08-09,17.0025
Karnataka,2018-08-10,18.24142857142857
Karnataka,2018-08-11,23.54625
Karnataka,2018-08-12,10.401250000000001
Karnataka,2018-08-13,11.42625
Karnataka,2018-08-14,12.6325
Karnataka,2018-08-15,15.338750000000001
Karnataka,2018-08-16,13.033750000000001
Karnataka,2018-08-17,16.7225
Karnataka,2018-08-18,19.75625
Karnataka,2018-08-19,16.78375
Karnataka,2018-08-20,24.015
Karnataka,2018-08-21,20.60571428571429
Karnataka,2018-08-22,20.745714285714286
Karnataka,2018-08-23,16.8775
Karnataka,2018-08-24,18.29625
Karnataka,2018-08-25,22.344285714285718
Karnataka,2018-08-26,16.78875
Karnataka,2018-08-27,19.861428571428572
Karnataka,2018-08-28,21.723750000000003
Karnataka,2018-08-29,20.794999999999998
Karnataka,2018-08-30,23.325
Karnataka,2018-08-31,19.74125
Karnataka,2018-09-01,23.57375
Karnataka,2018-09-02,21.84
Karnataka,2018-09-03,25.060000000000002
Karnataka,2018-09-04,32.99375
Karnataka,2018-09-05,25.095
Karnataka,2018-09-06,25.61
Karnataka,2018-09-07,27.197499999999998
Karnataka,2018-09-08,20.0425
Karnataka,2018-09-09,19.547142857142855
Karnataka,2018-09-10,29.14428571428571
Karnataka,2018-09-11,30.69142857142857
Karnataka,2018-09-12,24.944285714285716
Karnataka,2018-09-13,31.247500000000002
Karnataka,2018-09-14,27.6025
Karnataka,2018-09-15,24.47625
Karnataka,2018-09-16,24.353749999999998
Karnataka,2018-09-17,19.03
Karnataka,2018-09-18,19.65375
Karnataka,2018-09-19,20.0225
Karnataka,2018-09-20,25.55
Karnataka,2018-09-21,26.695
Karnataka,2018-09-22,24.44625
Karnataka,2018-09-23,30.845
Karnataka,2018-09-24,21.971249999999998
Karnataka,2018-09-25,26.515
Karnataka,2018-09-26,30.711428571428574
Karnataka,2018-09-27,28.80142857142857
Karnataka,2018-09-28,26.032857142857143
Karnataka,2018-09-29,17.44
Karnataka,2018-09-30,25.165714285714284
Karnataka,2018-10-01,21.25714285714286
Karnataka,2018-10-02,14.505
Karnataka,2018-10-03,13.03
Karnataka,2018-10-04,21.802857142857142
Karnataka,2018-10-05,14.027142857142858
Karnataka,2018-10-06,13.972857142857142
Karnataka,2018-10-07,20.025714285714287
Karnataka,2018-10-08,33.00714285714285
Karnataka,2018-10-09,33.285714285714285
Karnataka,2018-10-10,42.57142857142857
Karnataka,2018-10-11,64.88875
Karnataka,2018-10-12,56.347142857142856
Karnataka,2018-10-13,79.38142857142857
Karnataka,2018-10-14,48.99857142857143
Karnataka,2018-10-15,44.54
Karnataka,2018-10-16,37.1825
Karnataka,2018-10-17,19.099999999999998
Karnataka,2018-10-18,71.03166666666667
Karnataka,2018-10-19,20.75
Karnataka,2018-10-20,25.416666666666668
Karnataka,2018-10-21,37.20333333333333
Karnataka,2018-10-22,39.75857142857143
Karnataka,2018-10-23,47.9675
Karnataka,2018-10-24,66.31428571428572
Karnataka,2018-10-25,46.2825
Karnataka,2018-10-26,48.66285714285714
Karnataka,2018-10-27,39.65428571428571
Karnataka,2018-10-28,37.324285714285715
Karnataka,2018-10-29,36.24857142857143
Karnataka,2018-10-30,40.11857142857143
Karnataka,2018-10-31,41.06857142857143
Karnataka,2018-11-01,22.104285714285716
Karnataka,2018-11-02,17.074285714285715
Karnataka,2018-11-03,21.22
Karnataka,2018-11-04,21.900000000000002
Karnataka,2018-11-05,24.6475
Karnataka,2018-11-06,41.395
Karnataka,2018-11-07,57.2325
Karnataka,2018-11-08,62.145
Karnataka,2018-11-09,33.65875
Karnataka,2018-11-10,50.3575
