state,date,PM2.5
Andhra Pradesh,2016-07-01,44.92
Andhra Pradesh,2016-07-05,17.0
Andhra Pradesh,2016-07-06,30.54
Andhra Pradesh,2016-07-07,35.33
Andhra Pradesh,2016-07-08,40.64
Andhra Pradesh,2016-07-09,33.25
Andhra Pradesh,2016-07-10,26.64
Andhra Pradesh,2016-07-11,23.92
Andhra Pradesh,2016-07-12,28.42
Andhra Pradesh,2016-07-13,35.71
Andhra Pradesh,2016-07-14,37.09
Andhra Pradesh,2016-07-15,43.67
Andhra Pradesh,2016-07-16,44.76
Andhra Pradesh,2016-07-17,41.11
Andhra Pradesh,2016-07-18,46.5
Andhra Pradesh,2016-07-19,33.54
Andhra Pradesh,2016-07-20,11.98
Andhra Pradesh,2016-07-21,2.0
Andhra Pradesh,2016-07-22,21.8
Andhra Pradesh,2016-07-23,27.32
Andhra Pradesh,2016-07-25,22.75
Andhra Pradesh,2016-07-26,23.34
Andhra Pradesh,2016-07-27,24.49
Andhra Pradesh,2016-07-28,21.85
Andhra Pradesh,2016-07-29,23.4
Andhra Pradesh,2016-07-30,29.12
Andhra Pradesh,2016-07-31,22.44
Andhra Pradesh,2016-08-01,23.82
Andhra Pradesh,2016-08-02,16.53
Andhra Pradesh,2016-08-03,18.76
Andhra Pradesh,2016-08-04,23.64
Andhra Pradesh,2016-08-05,27.8
Andhra Pradesh,2016-08-06,24.73
Andhra Pradesh,2016-08-07,25.74
Andhra Pradesh,2016-08-08,30.37
Andhra Pradesh,2016-08-09,36.85
Andhra Pradesh,2016-08-10,23.77
Andhra Pradesh,2016-08-11,23.39
Andhra Pradesh,2016-08-12,39.42
Andhra Pradesh,2016-08-13,34.14
Andhra Pradesh,2016-08-14,28.14
Andhra Pradesh,2016-08-15,27.92
Andhra Pradesh,2016-08-16,25.7
Andhra Pradesh,2016-08-17,28.17
Andhra Pradesh,2016-08-18,26.93
Andhra Pradesh,2016-08-19,33.79
Andhra Pradesh,2016-08-20,33.73
Andhra Pradesh,2016-08-21,38.2
Andhra Pradesh,2016-08-22,47.01
Andhra Pradesh,2016-08-23,31.59
Andhra Pradesh,2016-08-24,30.39
Andhra Pradesh,2016-08-25,30.35
Andhra Pradesh,2016-08-26,32.44
Andhra Pradesh,2016-08-27,17.78
Andhra Pradesh,2016-08-28,9.53
Andhra Pradesh,2016-08-29,8.91
Andhra Pradesh,2016-08-30,10.56
Andhra Pradesh,2016-08-31,26.85
Andhra Pradesh,2016-09-01,29.45
Andhra Pradesh,2016-09-02,26.88
Andhra Pradesh,2016-09-03,26.75
Andhra Pradesh,2016-09-04,37.11
Andhra Pradesh,2016-09-05,43.77
Andhra Pradesh,2016-09-06,42.4
Andhra Pradesh,2016-09-07,42.73
Andhra Pradesh,2016-09-08,42.7
Andhra Pradesh,2016-09-09,46.08
Andhra Pradesh,2016-09-10,63.33
Andhra Pradesh,2016-09-11,52.77
Andhra Pradesh,2016-09-12,41.43
Andhra Pradesh,2016-09-13,22.89
Andhra Pradesh,2016-09-14,28.28
Andhra Pradesh,2016-09-15,13.46
Andhra Pradesh,2016-09-16,24.93
Andhra Pradesh,2016-09-17,33.68
Andhra Pradesh,2016-09-18,39.38
Andhra Pradesh,2016-09-19,36.02
Andhra Pradesh,2016-09-20,23.1
Andhra Pradesh,2016-09-21,13.75
Andhra Pradesh,2016-09-22,12.67
Andhra Pradesh,2016-09-23,19.93
Andhra Pradesh,2016-09-24,27.57
Andhra Pradesh,2016-09-25,23.78
Andhra Pradesh,2016-09-26,36.71
Andhra Pradesh,2016-09-27,62.52
Andhra Pradesh,2016-09-28,72.4
Andhra Pradesh,2016-09-29,60.73
Andhra Pradesh,2016-09-30,54.76
Andhra Pradesh,2016-10-01,40.24
Andhra Pradesh,2016-10-02,71.57
Andhra Pradesh,2016-10-03,42.06
Andhra Pradesh,2016-10-04,44.1
Andhra Pradesh,2016-10-05,53.43
Andhra Pradesh,2016-10-06,51.42
Andhra Pradesh,2016-10-07,37.61
Andhra Pradesh,2016-10-08,50.36
Andhra Pradesh,2016-10-09,43.12
Andhra Pradesh,2016-10-10,45.73
Andhra Pradesh,2016-10-11,43.88
Andhra Pradesh,2016-10-13,51.4
Andhra Pradesh,2016-10-14,89.96
Andhra Pradesh,2016-10-17,61.38
Andhra Pradesh,2016-10-18,65.83
Andhra Pradesh,2016-10-19,66.14
Andhra Pradesh,2016-10-20,64.67
Andhra Pradesh,2016-10-21,64.92
Andhra Pradesh,2016-10-22,66.93
Andhra Pradesh,2016-10-23,62.97
Andhra Pradesh,2016-10-24,63.12
Andhra Pradesh,2016-10-25,60.85
Andhra Pradesh,2016-10-26,63.31
Andhra Pradesh,2016-10-27,47.62
Andhra Pradesh,2016-10-28,44.65
Andhra Pradesh,2016-10-29,44.44
Andhra Pradesh,2016-10-30,44.81
Andhra Pradesh,2016-10-31,58.43
Andhra Pradesh,2016-11-01,64.91
Andhra Pradesh,2016-11-02,37.5
Andhra Pradesh,2016-11-03,29.34
Andhra Pradesh,2016-11-04,12.94
Andhra Pradesh,2016-11-05,18.14
Andhra Pradesh,2016-11-06,48.11
Andhra Pradesh,2016-11-07,71.88
Andhra Pradesh,2016-11-08,67.16
Andhra Pradesh,2016-11-09,63.98
Andhra Pradesh,2016-11-10,60.85
Andhra Pradesh,2016-11-11,68.5
Andhra Pradesh,2016-11-12,56.0
Andhra Pradesh,2016-11-13,78.65
Andhra Pradesh,2016-11-14,77.51
Andhra Pradesh,2016-11-15,68.7
Andhra Pradesh,2016-11-16,72.89
Andhra Pradesh,2016-11-17,76.4
Andhra Pradesh,2016-11-18,71.11
Andhra Pradesh,2016-11-19,64.44
Andhra Pradesh,2016-11-20,66.78
Andhra Pradesh,2016-11-21,66.07
Andhra Pradesh,2016-11-22,63.54
Andhra Pradesh,2016-11-23,60.96
Andhra Pradesh,2016-11-24,61.68
Andhra Pradesh,2016-11-25,61.23
Andhra Pradesh,2016-11-26,63.17
Andhra Pradesh,2016-11-27,61.53
Andhra Pradesh,2016-11-28,68.77
Andhra Pradesh,2016-11-29,63.62
Andhra Pradesh,2016-11-30,66.66
Andhra Pradesh,2016-12-01,66.92
Andhra Pradesh,2016-12-02,41.55
Andhra Pradesh,2016-12-03,32.6
Andhra Pradesh,2016-12-04,52.58
Andhra Pradesh,2016-12-05,74.8
Andhra Pradesh,2016-12-06,43.18
Andhra Pradesh,2016-12-07,50.53
Andhra Pradesh,2016-12-08,64.4
Andhra Pradesh,2016-12-09,65.44
Andhra Pradesh,2016-12-10,57.84
Andhra Pradesh,2016-12-11,46.03
Andhra Pradesh,2016-12-12,40.99
Andhra Pradesh,2016-12-13,48.07
Andhra Pradesh,2016-12-14,62.66
Andhra Pradesh,2016-12-15,71.8
Andhra Pradesh,2016-12-16,52.28
Andhra Pradesh,2016-12-17,69.5
Andhra Pradesh,2016-12-18,59.38
Andhra Pradesh,2016-12-19,64.2
Andhra Pradesh,2016-12-20,61.85
Andhra Pradesh,2016-12-21,63.14
Andhra Pradesh,2016-12-22,67.26
Andhra Pradesh,2016-12-23,65.86
Andhra Pradesh,2016-12-24,79.29
Andhra Pradesh,2016-12-25,63.52
Andhra Pradesh,2016-12-26,78.21
Andhra Pradesh,2016-12-27,66.59
Andhra Pradesh,2016-12-28,56.0
Andhra Pradesh,2016-12-29,56.0
Andhra Pradesh,2016-12-30,56.0
Andhra Pradesh,2016-12-31,71.19
Andhra Pradesh,2017-01-01,63.51
Andhra Pradesh,2017-01-02,38.25
Andhra Pradesh,2017-01-03,62.3
Andhra Pradesh,2017-01-04,66.77
Andhra Pradesh,2017-01-05,68.9
Andhra Pradesh,2017-01-06,69.58
Andhra Pradesh,2017-01-07,47.15
Andhra Pradesh,2017-01-08,57.31
Andhra Pradesh,2017-01-09,56.08
Andhra Pradesh,2017-01-10,61.58
Andhra Pradesh,2017-01-11,55.21
Andhra Pradesh,2017-01-12,66.21
Andhra Pradesh,2017-01-13,71.24
Andhra Pradesh,2017-01-14,73.17
Andhra Pradesh,2017-01-15,76.86
Andhra Pradesh,2017-01-16,67.81
Andhra Pradesh,2017-01-17,68.03
Andhra Pradesh,2017-01-18,62.88
Andhra Pradesh,2017-01-19,77.1
Andhra Pradesh,2017-01-20,80.78
Andhra Pradesh,2017-01-21,80.65
Andhra Pradesh,2017-01-22,74.57
Andhra Pradesh,2017-01-23,63.88
Andhra Pradesh,2017-01-24,55.47
Andhra Pradesh,2017-01-25,68.84
Andhra Pradesh,2017-01-26,82.19
Andhra Pradesh,2017-01-27,68.09
Andhra Pradesh,2017-01-28,90.15
Andhra Pradesh,2017-01-29,68.13
Andhra Pradesh,2017-01-30,84.78
Andhra Pradesh,2017-01-31,95.17
Andhra Pradesh,2017-02-01,93.11
Andhra Pradesh,2017-02-02,64.85
Andhra Pradesh,2017-02-03,95.92
Andhra Pradesh,2017-02-04,96.96
Andhra Pradesh,2017-02-05,98.42
Andhra Pradesh,2017-02-06,90.31
Andhra Pradesh,2017-02-07,86.33
Andhra Pradesh,2017-02-08,97.24
Andhra Pradesh,2017-02-09,108.49
Andhra Pradesh,2017-02-10,90.15
Andhra Pradesh,2017-02-11,72.66
Andhra Pradesh,2017-02-12,50.1
Andhra Pradesh,2017-02-13,47.32
Andhra Pradesh,2017-02-14,54.3
Andhra Pradesh,2017-02-15,74.8
Andhra Pradesh,2017-02-16,103.57
Andhra Pradesh,2017-02-17,69.93
Andhra Pradesh,2017-02-18,90.56
Andhra Pradesh,2017-02-19,78.47
Andhra Pradesh,2017-02-20,78.02
Andhra Pradesh,2017-02-21,61.52
Andhra Pradesh,2017-02-22,48.68
Andhra Pradesh,2017-02-23,50.3
Andhra Pradesh,2017-02-24,51.17
Andhra Pradesh,2017-02-25,54.92
Andhra Pradesh,2017-02-26,72.35
Andhra Pradesh,2017-02-27,68.0
Andhra Pradesh,2017-02-28,67.1
Andhra Pradesh,2017-03-01,84.69
Andhra Pradesh,2017-03-02,72.19
Andhra Pradesh,2017-03-03,76.47
Andhra Pradesh,2017-03-04,52.09
Andhra Pradesh,2017-03-05,29.71
Andhra Pradesh,2017-03-06,22.3
Andhra Pradesh,2017-03-07,24.57
Andhra Pradesh,2017-03-08,19.72
Andhra Pradesh,2017-03-09,22.26
Andhra Pradesh,2017-03-10,26.23
Andhra Pradesh,2017-03-11,28.4
Andhra Pradesh,2017-03-12,45.77
Andhra Pradesh,2017-03-13,50.47
Andhra Pradesh,2017-03-14,42.41
Andhra Pradesh,2017-03-15,36.17
Andhra Pradesh,2017-03-16,36.92
Andhra Pradesh,2017-03-17,40.35
Andhra Pradesh,2017-03-18,47.45
Andhra Pradesh,2017-03-19,51.6
Andhra Pradesh,2017-03-20,56.22
Andhra Pradesh,2017-03-21,48.4
Andhra Pradesh,2017-03-22,47.43
Andhra Pradesh,2017-03-23,48.72
Andhra Pradesh,2017-03-24,52.68
Andhra Pradesh,2017-03-25,33.5
Andhra Pradesh,2017-03-27,41.75
Andhra Pradesh,2017-03-28,33.09
Andhra Pradesh,2017-03-29,30.71
Andhra Pradesh,2017-03-30,30.48
Andhra Pradesh,2017-03-31,30.66
Andhra Pradesh,2017-04-01,33.98
Andhra Pradesh,2017-04-02,32.45
Andhra Pradesh,2017-04-03,28.03
Andhra Pradesh,2017-04-04,30.18
Andhra Pradesh,2017-04-05,39.15
Andhra Pradesh,2017-04-06,46.38
Andhra Pradesh,2017-04-07,45.34
Andhra Pradesh,2017-04-08,45.08
Andhra Pradesh,2017-04-09,30.88
Andhra Pradesh,2017-04-10,43.29
Andhra Pradesh,2017-04-11,28.6
Andhra Pradesh,2017-10-01,17.67
Andhra Pradesh,2017-10-02,23.36
Andhra Pradesh,2017-10-03,8.06
Andhra Pradesh,2017-10-04,18.44
Andhra Pradesh,2017-10-05,7.0
Andhra Pradesh,2017-10-06,8.88
Andhra Pradesh,2017-10-07,9.66
Andhra Pradesh,2017-10-08,7.79
Andhra Pradesh,2017-10-09,8.6
Andhra Pradesh,2017-10-19,60.42
Andhra Pradesh,2017-10-21,52.33
Andhra Pradesh,2017-10-23,48.95
Andhra Pradesh,2017-10-24,20.0
Andhra Pradesh,2017-10-27,18.0
Andhra Pradesh,2017-10-31,55.84
Andhra Pradesh,2017-11-01,47.12
Andhra Pradesh,2017-11-02,54.15
Andhra Pradesh,2017-11-03,39.54
Andhra Pradesh,2017-11-04,27.6
Andhra Pradesh,2017-11-05,23.59
Andhra Pradesh,2017-11-06,22.41
Andhra Pradesh,2017-11-07,28.03
Andhra Pradesh,2017-11-08,29.4
Andhra Pradesh,2017-11-09,42.25
Andhra Pradesh,2017-11-10,54.75
Andhra Pradesh,2017-11-11,60.62
Andhra Pradesh,2017-11-12,56.4
Andhra Pradesh,2017-11-13,33.02
Andhra Pradesh,2017-11-14,30.55
Andhra Pradesh,2017-11-15,13.1
Andhra Pradesh,2017-11-16,6.48
Andhra Pradesh,2017-11-17,7.8
Andhra Pradesh,2017-11-18,10.89
Andhra Pradesh,2017-11-19,15.12
Andhra Pradesh,2017-11-20,13.71
Andhra Pradesh,2017-11-21,38.17
Andhra Pradesh,2017-11-22,61.5
Andhra Pradesh,2017-11-23,67.51
Andhra Pradesh,2017-11-24,71.88499999999999
Andhra Pradesh,2017-11-25,75.46000000000001
Andhra Pradesh,2017-11-26,74.16
Andhra Pradesh,2017-11-27,75.525
Andhra Pradesh,2017-11-28,73.265
Andhra Pradesh,2017-11-29,61.86
Andhra Pradesh,2017-11-30,62.925
Andhra Pradesh,2017-12-01,67.975
Andhra Pradesh,2017-12-02,80.58500000000001
Andhra Pradesh,2017-12-03,78.08
Andhra Pradesh,2017-12-04,80.14500000000001
Andhra Pradesh,2017-12-05,93.34
Andhra Pradesh,2017-12-06,99.055
Andhra Pradesh,2017-12-07,100.555
Andhra Pradesh,2017-12-08,91.92999999999999
Andhra Pradesh,2017-12-09,64.945
Andhra Pradesh,2017-12-10,64.065
Andhra Pradesh,2017-12-11,65.47999999999999
Andhra Pradesh,2017-12-12,83.15
Andhra Pradesh,2017-12-13,72.57
Andhra Pradesh,2017-12-14,67.855
Andhra Pradesh,2017-12-15,68.595
Andhra Pradesh,2017-12-16,81.535
Andhra Pradesh,2017-12-17,100.08500000000001
Andhra Pradesh,2017-12-18,86.695
Andhra Pradesh,2017-12-19,81.03
Andhra Pradesh,2017-12-20,78.31
Andhra Pradesh,2017-12-21,73.84
Andhra Pradesh,2017-12-22,83.095
Andhra Pradesh,2017-12-23,99.77000000000001
Andhra Pradesh,2017-12-24,108.91
Andhra Pradesh,2017-12-25,113.14500000000001
Andhra Pradesh,2017-12-26,115.80000000000001
Andhra Pradesh,2017-12-27,103.37
Andhra Pradesh,2017-12-28,89.12
Andhra Pradesh,2017-12-29,63.415
Andhra Pradesh,2017-12-30,57.620000000000005
Andhra Pradesh,2017-12-31,64.39
Andhra Pradesh,2018-01-01,59.379999999999995
Andhra Pradesh,2018-01-02,63.05
Andhra Pradesh,2018-01-03,71.925
Andhra Pradesh,2018-01-04,102.555
Andhra Pradesh,2018-01-05,91.39500000000001
Andhra Pradesh,2018-01-06,95.605
Andhra Pradesh,2018-01-07,87.10499999999999
Andhra Pradesh,2018-01-08,91.145
Andhra Pradesh,2018-01-09,71.695
Andhra Pradesh,2018-01-10,92.74000000000001
Andhra Pradesh,2018-01-11,105.57
Andhra Pradesh,2018-01-12,119.36500000000001
Andhra Pradesh,2018-01-13,97.355
Andhra Pradesh,2018-01-14,143.45
Andhra Pradesh,2018-01-15,95.09
Andhra Pradesh,2018-01-16,95.22
Andhra Pradesh,2018-01-17,86.23
Andhra Pradesh,2018-01-18,74.85
Andhra Pradesh,2018-01-19,75.06
Andhra Pradesh,2018-01-20,89.705
Andhra Pradesh,2018-01-21,85.91499999999999
Andhra Pradesh,2018-01-22,85.725
Andhra Pradesh,2018-01-23,93.74000000000001
Andhra Pradesh,2018-01-24,77.98
Andhra Pradesh,2018-01-25,77.96
Andhra Pradesh,2018-01-26,79.04
Andhra Pradesh,2018-01-27,74.7
Andhra Pradesh,2018-01-28,80.21000000000001
Andhra Pradesh,2018-01-29,80.66
Andhra Pradesh,2018-01-30,86.76
Andhra Pradesh,2018-01-31,80.735
Andhra Pradesh,2018-02-01,67.925
Andhra Pradesh,2018-02-02,65.845
Andhra Pradesh,2018-02-03,61.370000000000005
Andhra Pradesh,2018-02-04,57.055
Andhra Pradesh,2018-02-05,53.665000000000006
Andhra Pradesh,2018-02-06,54.545
Andhra Pradesh,2018-02-07,56.66
Andhra Pradesh,2018-02-08,50.815
Andhra Pradesh,2018-02-09,37.765
Andhra Pradesh,2018-02-10,42.155
Andhra Pradesh,2018-02-11,71.61500000000001
Andhra Pradesh,2018-02-12,65.75999999999999
Andhra Pradesh,2018-02-13,61.915000000000006
Andhra Pradesh,2018-02-14,54.335
Andhra Pradesh,2018-02-15,58.835
Andhra Pradesh,2018-02-16,64.97
Andhra Pradesh,2018-02-17,63.28
Andhra Pradesh,2018-02-18,54.715
Andhra Pradesh,2018-02-19,66.78
Andhra Pradesh,2018-02-20,66.235
Andhra Pradesh,2018-02-21,55.385
Andhra Pradesh,2018-02-22,51.7
Andhra Pradesh,2018-02-23,55.905
Andhra Pradesh,2018-02-24,73.235
Andhra Pradesh,2018-02-25,54.075
Andhra Pradesh,2018-02-26,46.625
Andhra Pradesh,2018-02-27,43.925
Andhra Pradesh,2018-02-28,46.885
Andhra Pradesh,2018-03-01,47.475
Andhra Pradesh,2018-03-02,43.97
Andhra Pradesh,2018-03-03,33.375
Andhra Pradesh,2018-03-04,35.260000000000005
Andhra Pradesh,2018-03-05,38.76
Andhra Pradesh,2018-03-06,44.185
Andhra Pradesh,2018-03-07,51.125
Andhra Pradesh,2018-03-08,54.519999999999996
Andhra Pradesh,2018-03-09,53.985
Andhra Pradesh,2018-03-10,54.84
Andhra Pradesh,2018-03-11,52.795
Andhra Pradesh,2018-03-12,44.86
Andhra Pradesh,2018-03-13,37.66
Andhra Pradesh,2018-03-14,32.465
Andhra Pradesh,2018-03-15,34.215
Andhra Pradesh,2018-03-16,29.545
Andhra Pradesh,2018-03-17,72.84
Andhra Pradesh,2018-03-18,68.75
Andhra Pradesh,2018-03-19,53.695
Andhra Pradesh,2018-03-20,46.43
Andhra Pradesh,2018-03-21,54.67
Andhra Pradesh,2018-03-22,52.165
Andhra Pradesh,2018-03-23,51.06999999999999
Andhra Pradesh,2018-03-24,49.135
Andhra Pradesh,2018-03-25,40.775
Andhra Pradesh,2018-03-26,45.47
Andhra Pradesh,2018-03-27,39.205
Andhra Pradesh,2018-03-28,30.835
Andhra Pradesh,2018-03-29,27.155
Andhra Pradesh,2018-03-30,28.08
Andhra Pradesh,2018-03-31,33.59
Andhra Pradesh,2018-04-01,29.395
Andhra Pradesh,2018-04-02,26.695
Andhra Pradesh,2018-04-03,22.25
Andhra Pradesh,2018-04-04,24.560000000000002
Andhra Pradesh,2018-04-05,23.55
Andhra Pradesh,2018-04-06,34.16
Andhra Pradesh,2018-04-07,30.64
Andhra Pradesh,2018-04-08,21.735
Andhra Pradesh,2018-04-09,31.755
Andhra Pradesh,2018-04-10,36.645
Andhra Pradesh,2018-04-11,21.215
Andhra Pradesh,2018-04-12,15.67
Andhra Pradesh,2018-04-13,17.705
Andhra Pradesh,2018-04-14,13.43
Andhra Pradesh,2018-04-15,11.004999999999999
Andhra Pradesh,2018-04-16,12.174999999999999
Andhra Pradesh,2018-04-17,17.75
Andhra Pradesh,2018-04-18,18.625
Andhra Pradesh,2018-04-19,13.535
Andhra Pradesh,2018-04-20,20.595
Andhra Pradesh,2018-04-21,20.759999999999998
Andhra Pradesh,2018-04-22,12.39
Andhra Pradesh,2018-04-23,25.89
Andhra Pradesh,2018-04-24,26.495
Andhra Pradesh,2018-04-25,22.145
Andhra Pradesh,2018-04-26,23.38
Andhra Pradesh,2018-04-27,13.69
Andhra Pradesh,2018-04-28,11.82
Andhra Pradesh,2018-04-29,13.969999999999999
Andhra Pradesh,2018-04-30,21.645
Andhra Pradesh,2018-05-01,18.73
Andhra Pradesh,2018-05-02,30.07
Andhra Pradesh,2018-05-03,21.205
Andhra Pradesh,2018-05-04,23.16
Andhra Pradesh,2018-05-05,18.79
Andhra Pradesh,2018-05-06,14.83
Andhra Pradesh,2018-05-07,16.8
Andhra Pradesh,2018-05-08,24.535
Andhra Pradesh,2018-05-09,16.845
Andhra Pradesh,2018-05-10,19.814999999999998
Andhra Pradesh,2018-05-11,10.885
Andhra Pradesh,2018-05-12,51.269999999999996
Andhra Pradesh,2018-05-13,16.445
Andhra Pradesh,2018-05-14,17.46
Andhra Pradesh,2018-05-15,24.02
Andhra Pradesh,2018-05-16,20.200000000000003
Andhra Pradesh,2018-05-17,13.6
Andhra Pradesh,2018-05-18,15.235
Andhra Pradesh,2018-05-19,31.995
Andhra Pradesh,2018-05-20,16.585
Andhra Pradesh,2018-05-21,23.665
Andhra Pradesh,2018-05-22,14.04
Andhra Pradesh,2018-05-23,16.165
Andhra Pradesh,2018-05-24,19.630000000000003
Andhra Pradesh,2018-05-25,25.82
Andhra Pradesh,2018-05-26,13.16
Andhra Pradesh,2018-05-27,15.489999999999998
Andhra Pradesh,2018-05-28,22.335
Andhra Pradesh,2018-05-29,29.035
Andhra Pradesh,2018-05-30,34.975
Andhra Pradesh,2018-05-31,33.0
Andhra Pradesh,2018-06-01,38.335
Andhra Pradesh,2018-06-02,27.015
Andhra Pradesh,2018-06-03,32.835
Andhra Pradesh,2018-06-04,38.445
Andhra Pradesh,2018-06-05,42.955
Andhra Pradesh,2018-06-06,33.785
Andhra Pradesh,2018-06-07,23.86
Andhra Pradesh,2018-06-08,34.66
Andhra Pradesh,2018-06-09,24.735
Andhra Pradesh,2018-06-10,21.17
Andhra Pradesh,2018-06-11,24.29
Andhra Pradesh,2018-06-12,29.455
Andhra Pradesh,2018-06-13,30.78
Andhra Pradesh,2018-06-14,35.84
Andhra Pradesh,2018-06-15,42.57
Andhra Pradesh,2018-06-16,36.84
Andhra Pradesh,2018-06-17,24.23
Andhra Pradesh,2018-06-18,17.92
Andhra Pradesh,2018-06-19,17.795
Andhra Pradesh,2018-06-20,26.384999999999998
Andhra Pradesh,2018-06-21,23.255
Andhra Pradesh,2018-06-22,22.87
Andhra Pradesh,2018-06-23,22.01
Andhra Pradesh,2018-06-24,24.17
Andhra Pradesh,2018-06-25,24.465
Andhra Pradesh,2018-06-26,22.064999999999998
Andhra Pradesh,2018-06-27,24.945
Andhra Pradesh,2018-06-28,21.875
Andhra Pradesh,2018-06-29,25.66
Andhra Pradesh,2018-06-30,27.045
Andhra Pradesh,2018-07-01,28.104999999999997
Andhra Pradesh,2018-07-02,26.14
Andhra Pradesh,2018-07-03,26.939999999999998
Andhra Pradesh,2018-07-04,26.405
Andhra Pradesh,2018-07-05,19.145
Andhra Pradesh,2018-07-06,22.77
Andhra Pradesh,2018-07-07,26.195
Andhra Pradesh,2018-07-08,23.345
Andhra Pradesh,2018-07-09,25.575
Andhra Pradesh,2018-07-10,24.119999999999997
Andhra Pradesh,2018-07-11,24.22
Andhra Pradesh,2018-07-12,20.89
Andhra Pradesh,2018-07-13,21.105
Andhra Pradesh,2018-07-14,23.21
Andhra Pradesh,2018-07-15,15.26
Andhra Pradesh,2018-07-16,17.994999999999997
Andhra Pradesh,2018-07-17,15.285
Andhra Pradesh,2018-07-18,20.155
Andhra Pradesh,2018-07-19,17.619999999999997
Andhra Pradesh,2018-07-20,21.189999999999998
Andhra Pradesh,2018-07-21,22.905
Andhra Pradesh,2018-07-22,24.740000000000002
Andhra Pradesh,2018-07-23,26.62
Andhra Pradesh,2018-07-24,29.705000000000002
Andhra Pradesh,2018-07-25,30.675
Andhra Pradesh,2018-07-26,31.615
Andhra Pradesh,2018-07-27,23.470000000000002
Andhra Pradesh,2018-07-28,26.659999999999997
Andhra Pradesh,2018-07-29,31.055
Andhra Pradesh,2018-07-30,35.655
Andhra Pradesh,2018-07-31,43.55
Andhra Pradesh,2018-08-01,47.415000000000006
Andhra Pradesh,2018-08-02,29.39
Andhra Pradesh,2018-08-03,39.01
Andhra Pradesh,2018-08-04,37.64
Andhra Pradesh,2018-08-05,24.0
Andhra Pradesh,2018-08-06,33.144999999999996
Andhra Pradesh,2018-08-07,31.935
Andhra Pradesh,2018-08-08,27.915
Andhra Pradesh,2018-08-09,31.71
Andhra Pradesh,2018-08-10,32.355000000000004
Andhra Pradesh,2018-08-11,22.485
Andhra Pradesh,2018-08-12,14.98
Andhra Pradesh,2018-08-13,22.425
Andhra Pradesh,2018-08-14,27.650000000000002
Andhra Pradesh,2018-08-15,15.32
Andhra Pradesh,2018-08-16,26.115000000000002
Andhra Pradesh,2018-08-17,18.54
Andhra Pradesh,2018-08-18,22.675
Andhra Pradesh,2018-08-19,13.305
Andhra Pradesh,2018-08-20,16.15
Andhra Pradesh,2018-08-21,16.130000000000003
Andhra Pradesh,2018-08-22,18.515
Andhra Pradesh,2018-08-23,21.41
Andhra Pradesh,2018-08-24,15.76
Andhra Pradesh,2018-08-25,28.02
Andhra Pradesh,2018-08-26,15.05
Andhra Pradesh,2018-08-27,22.195
Andhra Pradesh,2018-08-28,28.2
Andhra Pradesh,2018-08-29,35.415
Andhra Pradesh,2018-08-30,36.17
Andhra Pradesh,2018-08-31,38.12
Andhra Pradesh,2018-09-01,30.784999999999997
Andhra Pradesh,2018-09-02,35.230000000000004
Andhra Pradesh,2018-09-03,33.485
Andhra Pradesh,2018-09-04,32.67
Andhra Pradesh,2018-09-05,29.580000000000002
Andhra Pradesh,2018-09-06,36.644999999999996
Andhra Pradesh,2018-09-07,36.29
Andhra Pradesh,2018-09-08,37.065
Andhra Pradesh,2018-09-09,65.02
Andhra Pradesh,2018-09-10,37.410000000000004
Andhra Pradesh,2018-09-11,40.31
Andhra Pradesh,2018-09-12,48.629999999999995
Andhra Pradesh,2018-09-13,52.665
Andhra Pradesh,2018-09-14,50.055
Andhra Pradesh,2018-09-15,46.93
Andhra Pradesh,2018-09-16,67.61
Andhra Pradesh,2018-09-17,30.835
Andhra Pradesh,2018-09-18,31.674999999999997
Andhra Pradesh,2018-09-19,38.510000000000005
Andhra Pradesh,2018-09-20,54.790000000000006
Andhra Pradesh,2018-09-21,36.3
Andhra Pradesh,2018-09-22,31.41
Andhra Pradesh,2018-09-23,29.075000000000003
Andhra Pradesh,2018-09-24,23.994999999999997
Andhra Pradesh,2018-09-25,27.369999999999997
Andhra Pradesh,2018-09-26,29.134999999999998
Andhra Pradesh,2018-09-27,29.310000000000002
Andhra Pradesh,2018-09-28,14.93
Andhra Pradesh,2018-09-29,21.385
Andhra Pradesh,2018-09-30,52.09
Andhra Pradesh,2018-10-01,41.14
Andhra Pradesh,2018-10-02,36.85
Andhra Pradesh,2018-10-03,22.375
Andhra Pradesh,2018-10-04,38.19
Andhra Pradesh,2018-10-05,41.615
Andhra Pradesh,2018-10-06,64.12
Andhra Pradesh,2018-10-07,68.975
Andhra Pradesh,2018-10-08,54.2
Andhra Pradesh,2018-10-09,53.78
Andhra Pradesh,2018-10-10,42.31
Andhra Pradesh,2018-10-11,51.705
Andhra Pradesh,2018-10-12,42.435
Andhra Pradesh,2018-10-13,58.465
Andhra Pradesh,2018-10-14,48.629999999999995
Andhra Pradesh,2018-10-15,43.205
Andhra Pradesh,2018-10-16,37.55
Andhra Pradesh,2018-10-17,37.53
Andhra Pradesh,2018-10-18,86.27
Andhra Pradesh,2018-10-19,145.0
Andhra Pradesh,2018-10-20,69.05
Andhra Pradesh,2018-10-21,99.12
Andhra Pradesh,2018-10-22,90.055
Andhra Pradesh,2018-10-23,91.315
Andhra Pradesh,2018-10-24,76.9
Andhra Pradesh,2018-10-25,65.905
Andhra Pradesh,2018-10-26,54.730000000000004
